category_id,album_name,artist_name,playlist_name,track_id,track_name,track_uri,duration_ms,track_popularity,acousticness,danceability,energy,valence,tempo,instrumentalness,key,mode,liveness,loudness,speechiness
gaming,rockstar,"Post Malone,21 Savage",Top Gaming Tracks,7wGoVu4Dady5GV0Sv4UIsx,rockstar,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,218320,27,0.13,0.5770000000000001,0.522,0.11900000000000001,159.77200000000002,9.03e-05,5,0,0.142,-6.593999999999999,0.0984
gaming,Perception,NF,Top Gaming Tracks,6mrKP2jyIQmM0rw6fQryjr,Let You Down,spotify:track:6mrKP2jyIQmM0rw6fQryjr,212120,28,0.33,0.659,0.716,0.43700000000000006,148.015,0.0,5,0,0.17300000000000001,-5.672999999999999,0.111
gaming,Believer,Imagine Dragons,Top Gaming Tracks,05KfyCEE6otdlT1pp2VIjP,Believer,spotify:track:05KfyCEE6otdlT1pp2VIjP,203782,19,0.0417,0.772,0.775,0.748,124.978,0.0,10,0,0.226,-4.388,0.11199999999999999
gaming,The Human Condition,Jon Bellion,Top Gaming Tracks,0SuLAslEMFZAXf0SwY7syi,All Time Low,spotify:track:0SuLAslEMFZAXf0SwY7syi,217603,75,0.0508,0.584,0.569,0.501,89.779,0.0,0,1,0.0924,-4.2589999999999995,0.166
gaming,DAMN.,Kendrick Lamar,Top Gaming Tracks,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,177000,86,0.00028199999999999997,0.9079999999999999,0.621,0.42100000000000004,150.011,5.39e-05,1,0,0.0958,-6.638,0.102
gaming,iSpy (feat. Lil Yachty),"KYLE,Lil Yachty",Top Gaming Tracks,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL,253107,78,0.37799999999999995,0.746,0.653,0.672,75.016,0.0,7,1,0.22899999999999998,-6.745,0.289
gaming,Rap God,Eminem,Top Gaming Tracks,6r027Faonff84hxFMjMbIH,Rap God,spotify:track:6r027Faonff84hxFMjMbIH,363973,69,0.38,0.708,0.8490000000000001,0.649,148.102,0.0,7,1,0.8490000000000001,-2.6660000000000004,0.324
gaming,Suicide Squad: The Album,"Lil Wayne,Wiz Khalifa,Imagine Dragons,X Ambassadors,Logic,Ty Dolla $ign",Top Gaming Tracks,7qUJQSNX9QNf46CC6FgH66,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",spotify:track:7qUJQSNX9QNf46CC6FgH66,243491,70,0.255,0.502,0.7859999999999999,0.7390000000000001,169.021,0.0,9,0,0.65,-4.378,0.317
gaming,Chill Bill (feat. J. Davi$ & Spooks),"Rob $tone,J. Davi$,Spooks",Top Gaming Tracks,5uDASfU19gDxSjW8cnCaBp,Chill Bill,spotify:track:5uDASfU19gDxSjW8cnCaBp,177184,79,0.0312,0.8859999999999999,0.42700000000000005,0.23,108.03399999999999,0.00099,6,1,0.0906,-10.027999999999999,0.145
gaming,Lil Pump,Lil Pump,Top Gaming Tracks,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,spotify:track:43ZyHQITOjhciSUUNPVRHc,124056,78,0.239,0.9359999999999999,0.523,0.6990000000000001,119.889,0.0,5,1,0.11699999999999999,-6.71,0.0597
gaming,In the Name of Love,"Martin Garrix,Bebe Rexha",Top Gaming Tracks,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,spotify:track:23L5CiUhw2jV1OIMwthR3S,195707,83,0.109,0.501,0.519,0.168,133.99,0.0,4,0,0.45399999999999996,-5.88,0.0409
gaming,Revival,"Eminem,Ed Sheeran",Top Gaming Tracks,5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),spotify:track:5UEnHoDYpsxlfzWLZIc7LD,221013,28,0.17,0.757,0.748,0.693,90.052,0.0,8,0,0.0759,-5.794,0.473
gaming,Evolve,Imagine Dragons,Top Gaming Tracks,5VnDkUNyX6u5Sk0yZiP8XB,Thunder,spotify:track:5VnDkUNyX6u5Sk0yZiP8XB,187147,20,0.00782,0.604,0.826,0.24100000000000002,167.985,0.15,0,1,0.154,-4.803999999999999,0.0434
gaming,Monstercat 012 - Aftermath,"Tristam,Braken",Top Gaming Tracks,66WcaWVGRFmpx0euxmw9yM,Flight,spotify:track:66WcaWVGRFmpx0euxmw9yM,219429,66,0.0415,0.434,0.755,0.217,87.383,2.57e-05,2,1,0.106,-5.735,0.659
gaming,FUTURE,Future,Top Gaming Tracks,3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,204600,35,0.0102,0.833,0.434,0.281,150.062,0.0219,2,1,0.165,-8.795,0.431
gaming,American Beauty/American Psycho,Fall Out Boy,Top Gaming Tracks,04aAxqtGp5pv12UXAg4pkq,Centuries,spotify:track:04aAxqtGp5pv12UXAg4pkq,228360,81,0.004,0.385,0.866,0.551,176.014,0.0,4,0,0.111,-2.8169999999999997,0.0697
gaming,The Eminem Show,"Eminem,Nate Dogg",Top Gaming Tracks,4xkOaSrkexMciUUogZKVTS,'Till I Collapse,spotify:track:4xkOaSrkexMciUUogZKVTS,297893,85,0.0757,0.5720000000000001,0.853,0.102,171.297,0.0,1,1,0.0798,-3.2030000000000003,0.217
