,category_id,album_name,artist_name,playlist_name,track_id,track_name,track_uri,duration_ms,track_popularity,acousticness,danceability,energy,valence,tempo,instrumentalness,key,mode,liveness,loudness,speechiness
4802,chill,Craving,Matt Woods,Chill Mode: On,7t79jA0hwtHTQm7yAnf1qx,Craving,spotify:track:7t79jA0hwtHTQm7yAnf1qx,266949,4,0.863,0.51,0.199,0.0597,118.128,6.409999999999999e-05,9,1,0.0897,-13.738,0.0655
4803,chill,No Fun / Lucky for You,"Novo Amor,Gia Margaret",Chill Mode: On,6IGq3RtjQ7o25MvImbKzRQ,No Fun,spotify:track:6IGq3RtjQ7o25MvImbKzRQ,211500,52,0.912,0.5920000000000001,0.151,0.29100000000000004,127.344,0.696,11,1,0.109,-14.161,0.0332
4804,chill,Atone,SLO,Chill Mode: On,7D1QSmHegMR5Z6tw38vz1g,Birds in the Cage,spotify:track:7D1QSmHegMR5Z6tw38vz1g,266091,33,0.243,0.679,0.474,0.311,97.005,0.0205,2,0,0.0899,-8.913,0.0625
4805,chill,Roots,Refs,Chill Mode: On,4Wwtu5WxyNU16V3fPlAAmw,Roots,spotify:track:4Wwtu5WxyNU16V3fPlAAmw,165570,41,0.5579999999999999,0.481,0.438,0.103,143.57299999999995,0.000102,1,0,0.104,-10.402,0.0469
4806,chill,Tower over All,LOYAL,Chill Mode: On,2xhYQgnDyREbJp9vi4cNwL,Tower over All,spotify:track:2xhYQgnDyREbJp9vi4cNwL,232098,42,0.00118,0.688,0.736,0.449,112.003,0.0888,0,0,0.0797,-8.064,0.0383
4807,chill,I Guess I Just Feel Like,John Mayer,Chill Mode: On,1HNywa8Bk0TmzRwQrzhtPo,I Guess I Just Feel Like,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,285480,80,0.615,0.556,0.528,0.163,159.821,0.0964,4,1,0.122,-8.033,0.0266
4808,chill,From Afar,Scott Quinn,Chill Mode: On,2bQsVhmshdC6QhJKISSgCi,From Afar,spotify:track:2bQsVhmshdC6QhJKISSgCi,216413,46,0.37,0.5329999999999999,0.5870000000000001,0.35600000000000004,122.062,0.00815,6,0,0.0956,-9.243,0.0399
4809,chill,Fall on My Feet,Tragic Sasha,Chill Mode: On,2xi7P2TRZmbCPgNuyntu8w,Fall on My Feet,spotify:track:2xi7P2TRZmbCPgNuyntu8w,231549,35,0.95,0.411,0.325,0.246,141.62,0.00479,2,1,0.182,-12.419,0.0334
4810,chill,Stranglehold,Kevin Garrett,Chill Mode: On,5wYbTyBlqYiCN5vfp0JACL,Stranglehold,spotify:track:5wYbTyBlqYiCN5vfp0JACL,201360,15,0.496,0.464,0.433,0.3720000000000001,144.957,0.000208,6,0,0.116,-10.611,0.0516
4811,chill,Bury My Heart,Allman Brown,Chill Mode: On,2jevVRbrI8eo7VI0m4pWnL,Bury My Heart,spotify:track:2jevVRbrI8eo7VI0m4pWnL,217212,41,0.72,0.684,0.295,0.165,96.995,0.00805,6,0,0.114,-12.315,0.038
4812,chill,Dancer,Cero Ismael,Chill Mode: On,7biTdpboxtQ5apJezizdzh,Dancer,spotify:track:7biTdpboxtQ5apJezizdzh,176573,43,0.465,0.643,0.664,0.26,91.727,7.87e-05,1,1,0.138,-6.7189999999999985,0.287
4813,chill,Love Me the Same,Dan Caplen,Chill Mode: On,5WO1gmX6aI6kToQggDkolN,Love Me the Same,spotify:track:5WO1gmX6aI6kToQggDkolN,201759,62,0.7879999999999999,0.34700000000000003,0.297,0.158,205.641,0.0,5,1,0.113,-9.463,0.0487
4814,chill,Body High,Harrison Brome,Chill Mode: On,6d3qn99YVl3IrTQH68lE5t,Body High,spotify:track:6d3qn99YVl3IrTQH68lE5t,189573,17,0.534,0.431,0.579,0.515,128.954,0.0689,1,1,0.132,-8.475,0.0511
4815,chill,In My Head,Peter Manos,Chill Mode: On,4uPW3W0rQ1rRPX5CvNdH5w,In My Head,spotify:track:4uPW3W0rQ1rRPX5CvNdH5w,214533,4,0.745,0.499,0.181,0.0747,111.956,0.00123,9,0,0.106,-15.359000000000002,0.0429
4816,chill,Prism of Love,"Blakey,JONES",Chill Mode: On,4yAgE7uilyUEcZtMPBx9vr,Prism of Love,spotify:track:4yAgE7uilyUEcZtMPBx9vr,180076,11,0.825,0.623,0.498,0.24,138.032,0.000484,3,1,0.111,-10.899,0.0601
