,category_id,album_name,artist_name,playlist_name,track_id,track_name,track_uri,duration_ms,track_popularity,acousticness,danceability,energy,valence,tempo,instrumentalness,key,mode,liveness,loudness,speechiness
4630,classical,"Béla Bartók: Music For Strings, Percussion & Celesta","Béla Bartók,Chicago Symphony Orchestra,Sir Georg Solti",Modernism 50: Spotify Picks,6Dlwk1ub5CyeIwoRnawcQI,"Concerto for Orchestra, Sz. 116: 1. Introduzione (Andante non troppo - Allegro vivace",spotify:track:6Dlwk1ub5CyeIwoRnawcQI,546160,6,0.843,0.129,0.0663,0.0406,77.128,0.882,1,1,0.0855,-20.179,0.0385
4631,classical,Boulez conducts Webern,"Anton Webern,Emerson String Quartet",Modernism 50: Spotify Picks,6ArM5qBhne9qeyXCZ6nUmf,"String Quartet, Op.28: 1. Mässig",spotify:track:6ArM5qBhne9qeyXCZ6nUmf,229000,0,0.967,0.266,0.0174,0.0422,172.37,0.157,8,1,0.0849,-23.031,0.0479
4632,classical,Stravinsky: Le Sacre du Printemps,"Igor Stravinsky,Teodor Currentzis",Modernism 50: Spotify Picks,6g4dvPG9jMtSCwQKIHOvo4,The Rite of Spring: Part Two: The Sacrifice: Sacrificial Dance (The Chosen One),spotify:track:6g4dvPG9jMtSCwQKIHOvo4,275180,37,0.8690000000000001,0.485,0.457,0.349,135.662,0.858,2,0,0.154,-14.464,0.104
4633,classical,Britten: String Quartet No. 3 & Simple Symphony,"Benjamin Britten,Maggini Quartet",Modernism 50: Spotify Picks,2SRjuVBEwlOO01H69USPVg,"String Quartet No. 3, Op. 94: I. Duets: With Moderate Movement",spotify:track:2SRjuVBEwlOO01H69USPVg,345867,8,0.986,0.261,0.0241,0.0377,113.433,0.848,8,1,0.234,-24.349,0.0437
4634,classical,Prokofiev: Complete Symphonies,"Sergei Prokofiev,London Symphony Orchestra,Walter Weller",Modernism 50: Spotify Picks,6yn6Onjrdm17R4NM0qdO7W,"Symphony No.7, Op.131: 1. Moderato",spotify:track:6yn6Onjrdm17R4NM0qdO7W,616267,0,0.904,0.133,0.0868,0.0396,83.499,0.847,0,1,0.114,-20.891,0.0397
4635,classical,Honegger: Symphonies Nos. 3 and 5 / Pacific 231,"Arthur Honegger,Danish National Radio Symphony Orchestra,Neeme Järvi",Modernism 50: Spotify Picks,2rv5QO7eIK3gbKiPSxihda,Pacific 231,spotify:track:2rv5QO7eIK3gbKiPSxihda,397440,22,0.898,0.316,0.342,0.14,148.986,0.851,10,0,0.103,-16.594,0.0656
4636,classical,"Debussy, C.: Piano Music (Complete), Vol. 4 - Images / Etudes","Claude Debussy,Jean-Efflam Bavouzet",Modernism 50: Spotify Picks,68o2CjC0uCMtZWCJ2kL5oA,"Images, Book 1, L. 110: No. 1. Reflets dans l'eau",spotify:track:68o2CjC0uCMtZWCJ2kL5oA,304947,10,0.987,0.245,0.0185,0.0338,70.925,0.64,1,1,0.0989,-30.097,0.0434
4637,classical,Charles Ives: An American Journey,"Charles Ives,San Francisco Symphony,Michael Tilson Thomas",Modernism 50: Spotify Picks,7kZKXTeVE3qs0E0p3SPWr4,The Unanswered Question,spotify:track:7kZKXTeVE3qs0E0p3SPWr4,378720,22,0.66,0.106,0.00108,0.0386,78.86399999999998,0.174,0,1,0.125,-42.283,0.0392
4638,classical,Stravinsky & Berg Violin Concerto,"Mark Kaplan,Lawrence Foster,Budapest Festival Orchestra",Modernism 50: Spotify Picks,2YBZLLuiuoZYXncO2ZjWwp,Violin Konzert (1935),spotify:track:2YBZLLuiuoZYXncO2ZjWwp,673800,7,0.942,0.136,0.247,0.0388,72.682,0.6459999999999999,0,1,0.371,-14.903,0.0428
4639,classical,"Hindemith: Symphony ""Mathis Der Maler""","Paul Hindemith,Boston Symphony Orchestra,William Steinberg",Modernism 50: Spotify Picks,33hQqg4Duw4oKxcV4zPZRS,"Symphonie ""Mathis der Maler"": 1. Engelkonzert",spotify:track:33hQqg4Duw4oKxcV4zPZRS,504760,0,0.929,0.261,0.159,0.0607,105.604,0.927,7,1,0.105,-17.493,0.0385
