,category_id,album_name,artist_name,playlist_name,track_id,track_name,track_uri,duration_ms,track_popularity,acousticness,danceability,energy,valence,tempo,instrumentalness,key,mode,liveness,loudness,speechiness
0,mood,Love Someone,Lukas Graham,Lazy Morning,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,205463,86,0.161,0.55,0.415,0.274,172.065,0.0,9,0,0.108,-6.557,0.052000000000000005
1,mood,Narrated For You,Alec Benjamin,Lazy Morning,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,spotify:track:2qxmye6gAegTMjLKEBoR3d,169354,92,0.74,0.652,0.557,0.483,150.07299999999995,0.0,1,0,0.124,-5.714,0.0318
2,mood,Clean Eyes (Acoustic),SYML,Lazy Morning,1a9KbY1lTvSYuLCAsLf52E,Clean Eyes - Acoustic,spotify:track:1a9KbY1lTvSYuLCAsLf52E,222810,55,0.911,0.616,0.369,0.145,147.903,0.0,9,0,0.102,-8.595,0.0465
3,mood,Perfect To Me,Anne-Marie,Lazy Morning,0DC7Zs2qvAbNK1owWQ4mlL,Perfect To Me,spotify:track:0DC7Zs2qvAbNK1owWQ4mlL,197853,80,0.0889,0.604,0.546,0.402,179.847,0.0,8,1,0.0734,-5.691,0.151
4,mood,You Say (Piano/Vocal),Lauren Daigle,Lazy Morning,7i7lbzxW5XIUH04tOVNc0D,You Say - Piano/Vocal,spotify:track:7i7lbzxW5XIUH04tOVNc0D,276138,60,0.885,0.555,0.344,0.238,147.893,0.0,5,1,0.109,-7.04,0.0268
5,mood,love (Deluxe Edition),Michael Bublé,Lazy Morning,46zJ3FTTeK48LESza15wbQ,Forever Now,spotify:track:46zJ3FTTeK48LESza15wbQ,220248,62,0.836,0.477,0.377,0.453,131.593,0.0,2,1,0.117,-6.0539999999999985,0.032
6,mood,Drive,Charlotte Cardin,Lazy Morning,1r5JnD5hiJrViG0DUG02Jv,Drive,spotify:track:1r5JnD5hiJrViG0DUG02Jv,190643,57,0.0161,0.6779999999999999,0.417,0.434,74.98100000000002,4e-06,5,0,0.316,-6.185,0.0371
7,mood,Big Plans,Why Don't We,Lazy Morning,6Yx181fZzA0YE2EkUsYruq,Big Plans,spotify:track:6Yx181fZzA0YE2EkUsYruq,179930,86,0.0668,0.693,0.604,0.6509999999999999,75.014,0.0,11,1,0.114,-5.279,0.0427
8,mood,Give You Up,Dido,Lazy Morning,7agjVIlvugzO0ojGzZtFjK,Give You Up,spotify:track:7agjVIlvugzO0ojGzZtFjK,201533,61,0.6629999999999999,0.6459999999999999,0.431,0.13,133.841,0.0,5,1,0.117,-6.759,0.0477
9,mood,Irony,Christopher,Lazy Morning,0UEszsTJ5SezkEQPeAM9S9,Irony,spotify:track:0UEszsTJ5SezkEQPeAM9S9,208260,67,0.256,0.389,0.479,0.301,152.309,0.0,5,1,0.124,-8.029,0.0438
10,mood,Phoenix (Deluxe),Rita Ora,Lazy Morning,4UPU0uWyNlniizqZT0EKXK,Velvet Rope,spotify:track:4UPU0uWyNlniizqZT0EKXK,235387,58,0.472,0.54,0.557,0.426,88.954,0.0,4,1,0.308,-4.8580000000000005,0.0515
11,mood,City Lights (LVNDSCAPE Remix),"HAEVN,LVNDSCAPE",Lazy Morning,3itSBK7K12RUmEb6Ws4EuE,City Lights - LVNDSCAPE Remix,spotify:track:3itSBK7K12RUmEb6Ws4EuE,225389,48,0.195,0.71,0.7090000000000001,0.166,112.992,0.00203,0,1,0.0814,-8.687999999999999,0.0599
12,mood,Nevermind,Dennis Lloyd,Lazy Morning,63SevszngYpZOwf63o61K4,Nevermind,spotify:track:63SevszngYpZOwf63o61K4,156600,84,0.156,0.5920000000000001,0.691,0.0796,99.976,9.78e-06,3,1,0.418,-8.354,0.196
13,mood,Love Me the Same,Dan Caplen,Lazy Morning,5WO1gmX6aI6kToQggDkolN,Love Me the Same,spotify:track:5WO1gmX6aI6kToQggDkolN,201759,62,0.7879999999999999,0.34700000000000003,0.297,0.158,205.641,0.0,5,1,0.113,-9.463,0.0487
14,mood,Always In Between (Deluxe),Jess Glynne,Lazy Morning,3ji4bcQugJj5B6NRGYDNwP,Thursday,spotify:track:3ji4bcQugJj5B6NRGYDNwP,214027,75,0.428,0.82,0.5820000000000001,0.309,112.064,0.0,2,1,0.0419,-4.441,0.0454
15,mood,All Fired Up,Matt Corby,Lazy Morning,4eTApDcMKmiwqi1CNMYckr,All Fired Up,spotify:track:4eTApDcMKmiwqi1CNMYckr,270260,41,0.61,0.56,0.446,0.265,127.955,0.000198,4,1,0.111,-7.638,0.0298
16,mood,Eyes Closed,HAEVN,Lazy Morning,2d2nBJ60Dmw4iA5MDJE60T,Fortitude,spotify:track:2d2nBJ60Dmw4iA5MDJE60T,213547,18,0.934,0.209,0.152,0.165,76.779,0.15,5,0,0.106,-13.564,0.038
