current_track-next_track,diff_acousticness,diff_danceability,diff_energy,diff_valence,diff_tempo,diff_instrumentalness,diff_key,diff_mode,diff_liveness,diff_loudness,diff_speechiness,is_good_sequence
5yNEdBlZMxpcVtGKz5NFk5_1oTOzTm4u0AunZSlQpojhy,0.06813000000000001,0.09799999999999998,0.1270000000000001,0.2609999999999999,4.998000000000019,0.000126,6.0,0.0,0.4,0.5099999999999998,0.1396,1
1oTOzTm4u0AunZSlQpojhy_3EPXxR3ImUwfayaurPi3cm,0.6261000000000001,0.218,0.2510000000000001,0.358,21.66500000000001,0.000126,9.0,0.0,0.0687,0.08499999999999996,0.13579999999999998,1
3EPXxR3ImUwfayaurPi3cm_1bRfJUSS8TTlKm6Nf4vbZ2,0.6842,0.16300000000000006,0.07400000000000008,0.345,2.6860000000000066,0.0,2.0,0.0,0.0407,0.8449999999999998,0.002600000000000005,1
1bRfJUSS8TTlKm6Nf4vbZ2_0u3zalSKQIUJ0foEGILmxe,0.0549,0.276,0.1329999999999999,0.3409999999999999,19.601,0.0,3.0,0.0,0.0432,3.2139999999999995,0.016600000000000004,1
0u3zalSKQIUJ0foEGILmxe_22pBf2FVR5WYMcZ1ROSINP,0.4823000000000001,0.198,0.3819999999999999,0.28900000000000003,46.63,0.0,4.0,0.0,0.062199999999999984,2.029,0.008199999999999999,1
22pBf2FVR5WYMcZ1ROSINP_3xKNy9VJrH2hqO3YXV2mKx,0.4523,0.008000000000000007,0.15000000000000002,0.3340000000000001,6.036999999999992,0.00022999999999999998,2.0,0.0,0.08299999999999999,1.0729999999999986,0.0051,1
3xKNy9VJrH2hqO3YXV2mKx_0wUxh6XMc698xPCfgBaPRV,0.04699999999999999,0.09799999999999998,0.07799999999999996,0.2940000000000001,14.067999999999998,0.00108,5.0,1.0,0.048,2.512999999999998,0.001899999999999999,1
0wUxh6XMc698xPCfgBaPRV_4T3fNx3CgwDRRYgmFCbD4J,0.0477,0.09000000000000002,0.05400000000000005,0.08200000000000003,7.435000000000002,0.38969000000000004,5.0,0.0,0.034000000000000016,2.913000000000001,0.0576,1
4T3fNx3CgwDRRYgmFCbD4J_1snWlbcbgQpJfknoI30DWG,0.06559999999999998,0.017000000000000015,0.05700000000000005,0.0040000000000000036,72.44299999999996,0.391,4.0,0.0,0.02200000000000001,5.272000000000001,0.0462,1
1snWlbcbgQpJfknoI30DWG_71HJ6PCDao3hcgOEUX8M22,0.15632999999999994,0.3309999999999999,0.03300000000000003,0.2280000000000001,71.91599999999994,0.000909,3.0,1.0,0.0645,1.4190000000000005,0.0253,1
71HJ6PCDao3hcgOEUX8M22_5J783SDlyitqvLFAzTm0jU,0.010129999999999998,0.20499999999999985,0.07999999999999996,0.043999999999999984,11.74299999999998,0.000909,4.0,0.0,0.4125,0.2240000000000002,0.0076999999999999985,1
5J783SDlyitqvLFAzTm0jU_7oVKKYFeHdQ2e0gStX2X2T,0.5771999999999999,0.08699999999999998,0.35200000000000004,0.4849999999999999,17.863999999999987,0.0,4.0,0.0,0.08400000000000002,2.4770000000000008,0.0912,1
7oVKKYFeHdQ2e0gStX2X2T_2VxeLyX666F8uXCJ0dZF8B,0.22399999999999998,0.06599999999999995,0.01799999999999996,0.45799999999999996,3.8279999999999887,0.0,0.0,0.0,0.151,2.370000000000001,0.1282,1
2VxeLyX666F8uXCJ0dZF8B_14sOS5L36385FJ3OL8hew4,0.003000000000000003,0.12099999999999987,0.18999999999999995,0.16900000000000015,22.20000000000001,0.0,2.0,0.0,0.02099999999999999,0.6359999999999975,0.0493,1
14sOS5L36385FJ3OL8hew4_5KFceiKcXDIXfGwv33fjWc,0.3663,0.14500000000000002,0.03499999999999992,0.225,1.9749999999999943,2.62e-05,9.0,0.0,0.1931,0.1839999999999975,0.0444,1
5KFceiKcXDIXfGwv33fjWc_4Q7h82zNLOvQsD6XrFn5qA,0.2273,0.2779999999999999,0.1529999999999999,0.16900000000000015,41.97899999999999,2.62e-05,0.0,1.0,0.2351,3.2110000000000003,0.0683,1
4Q7h82zNLOvQsD6XrFn5qA_1ynVxkQjPcDRlJwYkApoNy,0.16449999999999998,0.04699999999999993,0.06700000000000006,0.19899999999999995,51.976000000000006,0.0,7.0,0.0,0.15399999999999994,1.1149999999999998,0.0673,1
