"term","estimate","std.error","statistic","group"
"(Intercept)",0.118166158264336,0.0893524814376428,1.32247203841565,"fixed"
"var_moodhigh",-0.620578866532457,0.104507200230651,-5.9381445982939,"fixed"
"var_tempohigh",0.249786638525985,0.104507200230651,2.39013807636888,"fixed"
"level_extremenot_extreme",-0.0553858562765051,0.12820831116201,-0.431998953691209,"fixed"
"var_moodhigh:level_extremenot_extreme",0.562434437285278,0.149953212605432,3.75073282868036,"fixed"
"var_tempohigh:level_extremenot_extreme",-0.362730905957453,0.149953212605432,-2.41896055212834,"fixed"
"sd_(Intercept).participant_id",0.213105121484007,NA,NA,"participant_id"
"sd_Observation.Residual",0.940564802075855,NA,NA,"Residual"
