"term","estimate","std.error","statistic","group"
"(Intercept)",0.0627803019878308,0.0919429448974972,0.68281804610263,"fixed"
"var_moodhigh",-0.058144429247179,0.10753702185849,-0.540692202948417,"fixed"
"var_tempohigh",-0.112944267431467,0.10753702185849,-1.05028264201042,"fixed"
"relevel(level_extreme, ""not_extreme"")extreme",0.0553858562765048,0.128208311195935,0.431998953576895,"fixed"
"var_moodhigh:relevel(level_extreme, ""not_extreme"")extreme",-0.562434437285278,0.149953212602533,-3.75073282875287,"fixed"
"var_tempohigh:relevel(level_extreme, ""not_extreme"")extreme",0.362730905957452,0.149953212602533,2.4189605521751,"fixed"
"sd_(Intercept).participant_id",0.213105121671367,NA,NA,"participant_id"
"sd_Observation.Residual",0.940564802057673,NA,NA,"Residual"
